State_Name,District_Name,Crop_Year,Season,Area (Hectare),Production (Tonnes),yield (Tonne/Hectare)
Tamil Nadu,CUDDALORE,2008,Whole Year,30141.0,3213272.0,106.608009
Tamil Nadu,CUDDALORE,2009,Whole Year,27482.0,2957123.0,107.602176
Tamil Nadu,CUDDALORE,2010,Whole Year,30798.0,3315905.0,107.6662446
Tamil Nadu,CUDDALORE,2011,Whole Year,31064.0,2948274.0,94.90967036
Tamil Nadu,CUDDALORE,2012,Whole Year,30638.0,3445715.0,112.4654024
Tamil Nadu,CUDDALORE,2013,Whole Year,30304.0,3286001.0,108.4345631
Tamil Nadu,DHARMAPURI,1997,Whole Year,18938.0,18100000.0,955.7503432
Tamil Nadu,DHARMAPURI,1998,Whole Year,27836.0,2772300.0,99.59405087
Tamil Nadu,DHARMAPURI,1999,Whole Year,25826.0,2311813.0,89.51494618
Tamil Nadu,DHARMAPURI,2000,Whole Year,25355.0,2269651.0,89.51492802
Tamil Nadu,DHARMAPURI,2001,Whole Year,22942.0,1923400.0,83.83750327
Tamil Nadu,DHARMAPURI,2002,Whole Year,16049.0,1114260.0,69.42862484
Tamil Nadu,DHARMAPURI,2003,Whole Year,5560.0,342368.0,61.57697842
Tamil Nadu,DHARMAPURI,2004,Whole Year,9819.0,783163.0,79.75995519
Tamil Nadu,DHARMAPURI,2005,Whole Year,14600.0,1261820.0,86.4260274
Tamil Nadu,DHARMAPURI,2006,Whole Year,19331.0,2015895.0,104.2830169
Tamil Nadu,DHARMAPURI,2007,Whole Year,17294.0,1863117.0,107.731988
Tamil Nadu,DHARMAPURI,2008,Whole Year,16951.0,1599886.0,94.38298625
Tamil Nadu,DHARMAPURI,2009,Whole Year,18642.0,1357964.0,72.84433001
Tamil Nadu,DHARMAPURI,2010,Whole Year,18351.0,1611784.0,87.8308539
Tamil Nadu,DHARMAPURI,2011,Whole Year,20305.0,2285338.0,112.5505048
Tamil Nadu,DHARMAPURI,2012,Whole Year,16102.0,1299947.0,80.73202087
Tamil Nadu,DHARMAPURI,2013,Whole Year,8433.0,615686.0,73.0091308
Tamil Nadu,DINDIGUL,1997,Whole Year,6826.0,5749000.0,842.22092
Tamil Nadu,DINDIGUL,1998,Whole Year,7051.0,886010.0,125.6573536
Tamil Nadu,DINDIGUL,1999,Whole Year,6655.0,799113.0,120.0770849
Tamil Nadu,DINDIGUL,2000,Whole Year,7163.0,860112.0,120.0770627
Tamil Nadu,DINDIGUL,2001,Whole Year,7437.0,778600.0,104.6927525
Tamil Nadu,DINDIGUL,2002,Whole Year,5770.0,468450.0,81.18717504
Tamil Nadu,DINDIGUL,2003,Whole Year,2961.0,189827.0,64.10908477
Tamil Nadu,DINDIGUL,2004,Whole Year,4185.0,484598.0,115.7940263
Tamil Nadu,DINDIGUL,2005,Whole Year,7014.0,688087.0,98.10193898
Tamil Nadu,DINDIGUL,2006,Whole Year,7561.0,906708.0,119.9190583
Tamil Nadu,DINDIGUL,2007,Whole Year,6372.0,711211.0,111.6150345
Tamil Nadu,DINDIGUL,2008,Whole Year,4980.0,559045.0,112.2580321
Tamil Nadu,DINDIGUL,2009,Whole Year,5055.0,739841.0,146.3582591
Tamil Nadu,DINDIGUL,2010,Whole Year,5256.0,694262.0,132.0894216
Tamil Nadu,DINDIGUL,2011,Whole Year,5739.0,748894.0,130.4920718
Tamil Nadu,DINDIGUL,2012,Whole Year,5378.0,298234.0,55.45444403
Tamil Nadu,DINDIGUL,2013,Whole Year,3838.0,309789.0,80.71625847
Tamil Nadu,ERODE,1997,Whole Year,24112.0,26930000.0,1116.871267
Tamil Nadu,ERODE,1998,Whole Year,21581.0,2579080.0,119.5069737
Tamil Nadu,ERODE,1999,Whole Year,22994.0,2933211.0,127.5641907
Tamil Nadu,ERODE,2000,Whole Year,28120.0,3587105.0,127.5641892
Tamil Nadu,ERODE,2001,Whole Year,35875.0,5297300.0,147.6599303
Tamil Nadu,ERODE,2002,Whole Year,27376.0,3337780.0,121.9235827
Tamil Nadu,ERODE,2003,Whole Year,13371.0,1366904.0,102.2290031
Tamil Nadu,ERODE,2004,Whole Year,19948.0,2675825.0,134.140014
Tamil Nadu,ERODE,2005,Whole Year,41402.0,4457712.0,107.6690015
Tamil Nadu,ERODE,2006,Whole Year,43891.0,6038436.0,137.578
Tamil Nadu,ERODE,2007,Whole Year,41906.0,5286610.0,126.1540114
Tamil Nadu,ERODE,2008,Whole Year,37039.0,4632740.0,125.0773509
Tamil Nadu,ERODE,2009,Whole Year,34596.0,3507607.0,101.387646
Tamil Nadu,ERODE,2010,Whole Year,34479.0,4115118.0,119.3514313
Tamil Nadu,ERODE,2011,Whole Year,31541.0,3545831.0,112.4197394
Tamil Nadu,ERODE,2012,Whole Year,31227.0,2832977.0,90.72203542
Tamil Nadu,ERODE,2013,Whole Year,23539.0,2562633.0,108.867539
Tamil Nadu,KANCHIPURAM,1997,Whole Year,6735.0,9896000.0,1469.339272
Tamil Nadu,KANCHIPURAM,1998,Whole Year,23801.0,5775500.0,242.6578715
Tamil Nadu,KANCHIPURAM,1999,Whole Year,8256.0,996236.0,120.6681202
Tamil Nadu,KANCHIPURAM,2000,Whole Year,6159.0,743195.0,120.6681279
Tamil Nadu,KANCHIPURAM,2001,Whole Year,6165.0,932200.0,151.2084347
Tamil Nadu,KANCHIPURAM,2002,Whole Year,5371.0,422030.0,78.57568423
Tamil Nadu,KANCHIPURAM,2003,Whole Year,4819.0,464050.0,96.29591201
Tamil Nadu,KANCHIPURAM,2004,Whole Year,4174.0,397085.0,95.13296598
Tamil Nadu,KANCHIPURAM,2005,Whole Year,5902.0,492445.0,83.43697052
Tamil Nadu,KANCHIPURAM,2006,Whole Year,5394.0,462746.0,85.78902484
Tamil Nadu,KANCHIPURAM,2007,Whole Year,4847.0,479814.0,98.99195379
Tamil Nadu,KANCHIPURAM,2008,Whole Year,1936.0,240128.0,124.0330579
Tamil Nadu,KANCHIPURAM,2009,Whole Year,625.0,63512.0,101.6192
Tamil Nadu,KANCHIPURAM,2010,Whole Year,1039.0,132576.0,127.599615
Tamil Nadu,KANCHIPURAM,2011,Whole Year,1819.0,204692.0,112.5299615
Tamil Nadu,KANCHIPURAM,2012,Whole Year,1781.0,173889.0,97.63559798
Tamil Nadu,KANCHIPURAM,2013,Whole Year,1731.0,179286.0,103.5736568
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,6.0,609.0,101.5
Tamil Nadu,KANNIYAKUMARI,2010,Whole Year,6.0,650.0,108.3333333
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,7.0,788.0,112.5714286
Tamil Nadu,KANNIYAKUMARI,2012,Whole Year,1.0,98.0,98.0
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,2.0,207.0,103.5
Tamil Nadu,KARUR,1997,Whole Year,5961.0,7081000.0,1187.887938
Tamil Nadu,KARUR,1998,Whole Year,10193.0,1251010.0,122.7322672
Tamil Nadu,KARUR,1999,Whole Year,11551.0,1293358.0,111.9693533
Tamil Nadu,KARUR,2000,Whole Year,8418.0,942558.0,111.9693514
Tamil Nadu,KARUR,2001,Whole Year,9629.0,805700.0,83.67431717
Tamil Nadu,KARUR,2002,Whole Year,6682.0,488160.0,73.05597127
Tamil Nadu,KARUR,2003,Whole Year,2341.0,150035.0,64.09013242
Tamil Nadu,KARUR,2004,Whole Year,2842.0,257026.0,90.43842365
Tamil Nadu,KARUR,2005,Whole Year,7189.0,635946.0,88.46098206
Tamil Nadu,KARUR,2006,Whole Year,7731.0,784611.0,101.4889406
Tamil Nadu,KARUR,2007,Whole Year,6042.0,546674.0,90.47898047
Tamil Nadu,KARUR,2008,Whole Year,5821.0,579527.0,99.55797973
Tamil Nadu,KARUR,2009,Whole Year,5982.0,537205.0,89.8035774
Tamil Nadu,KARUR,2010,Whole Year,5837.0,641085.0,109.8312489
Tamil Nadu,KARUR,2011,Whole Year,8130.0,1111906.0,136.7658057
Tamil Nadu,KARUR,2012,Whole Year,6576.0,621454.0,94.5033455
Tamil Nadu,KARUR,2013,Whole Year,3372.0,338937.0,100.5151246
Tamil Nadu,KRISHNAGIRI,2004,Whole Year,1645.0,88236.0,53.63890578
Tamil Nadu,KRISHNAGIRI,2005,Whole Year,2198.0,139463.0,63.4499545
Tamil Nadu,KRISHNAGIRI,2006,Whole Year,2956.0,362979.0,122.7939783
Tamil Nadu,KRISHNAGIRI,2007,Whole Year,2568.0,276158.0,107.538162
Tamil Nadu,KRISHNAGIRI,2008,Whole Year,2512.0,270153.0,107.5449841
Tamil Nadu,KRISHNAGIRI,2009,Whole Year,2325.0,205762.0,88.49978495
Tamil Nadu,KRISHNAGIRI,2010,Whole Year,2342.0,189702.0,81.0
Tamil Nadu,KRISHNAGIRI,2011,Whole Year,2199.0,230235.0,104.6998636
Tamil Nadu,KRISHNAGIRI,2012,Whole Year,1135.0,105896.0,93.30044053
Tamil Nadu,KRISHNAGIRI,2013,Whole Year,840.0,81194.0,96.65952381
Tamil Nadu,MADURAI,1997,Whole Year,8108.0,18223000.0,2247.5333
Tamil Nadu,MADURAI,1998,Whole Year,10081.0,3059430.0,303.4847733
Tamil Nadu,MADURAI,1999,Whole Year,6971.0,863190.0,123.8258499
Tamil Nadu,MADURAI,2000,Whole Year,5991.0,741840.0,123.8257386
Tamil Nadu,MADURAI,2001,Whole Year,6043.0,636000.0,105.2457389
Tamil Nadu,MADURAI,2002,Whole Year,5639.0,601070.0,106.5915943
Tamil Nadu,MADURAI,2003,Whole Year,4276.0,326840.0,76.43592142
Tamil Nadu,MADURAI,2004,Whole Year,3312.0,404518.0,122.1370773
Tamil Nadu,MADURAI,2005,Whole Year,4537.0,407209.0,89.75292043
Tamil Nadu,MADURAI,2006,Whole Year,6006.0,656204.0,109.2580753
Tamil Nadu,MADURAI,2007,Whole Year,5827.0,567905.0,97.46095761
Tamil Nadu,MADURAI,2008,Whole Year,4966.0,592186.0,119.248087
Tamil Nadu,MADURAI,2009,Whole Year,3837.0,260094.0,67.78577013
Tamil Nadu,MADURAI,2010,Whole Year,3571.0,363436.0,101.7742929
Tamil Nadu,MADURAI,2011,Whole Year,4341.0,490210.0,112.9255932
Tamil Nadu,MADURAI,2012,Whole Year,4944.0,494730.0,100.0667476
Tamil Nadu,MADURAI,2013,Whole Year,4075.0,399214.0,97.96662577
Tamil Nadu,NAGAPATTINAM,1997,Whole Year,4601.0,4940000.0,1073.679635
Tamil Nadu,NAGAPATTINAM,1998,Whole Year,3959.0,485900.0,122.7330134
Tamil Nadu,NAGAPATTINAM,1999,Whole Year,3852.0,344773.0,89.5049325
Tamil Nadu,NAGAPATTINAM,2000,Whole Year,5001.0,447614.0,89.50489902
Tamil Nadu,NAGAPATTINAM,2001,Whole Year,3661.0,366800.0,100.1912046
Tamil Nadu,NAGAPATTINAM,2002,Whole Year,3288.0,301970.0,91.84002433
Tamil Nadu,NAGAPATTINAM,2003,Whole Year,2213.0,225014.0,101.6782648
Tamil Nadu,NAGAPATTINAM,2004,Whole Year,2550.0,222240.0,87.15294118
Tamil Nadu,NAGAPATTINAM,2005,Whole Year,4358.0,401341.0,92.09293254
Tamil Nadu,NAGAPATTINAM,2006,Whole Year,6246.0,585919.0,93.80707653
Tamil Nadu,NAGAPATTINAM,2007,Whole Year,6443.0,505202.0,78.41098867
Tamil Nadu,NAGAPATTINAM,2008,Whole Year,4958.0,329449.0,66.44796289
Tamil Nadu,NAGAPATTINAM,2009,Whole Year,3958.0,288713.0,72.94416372
Tamil Nadu,NAGAPATTINAM,2010,Whole Year,3046.0,289076.0,94.90347997
Tamil Nadu,NAGAPATTINAM,2011,Whole Year,3079.0,266324.0,86.49691458
Tamil Nadu,NAGAPATTINAM,2012,Whole Year,3421.0,319635.0,93.43320666
Tamil Nadu,NAGAPATTINAM,2013,Whole Year,2962.0,278902.0,94.16002701
Tamil Nadu,NAMAKKAL,1997,Whole Year,9415.0,13608000.0,1445.35316
Tamil Nadu,NAMAKKAL,1998,Whole Year,9411.0,1505330.0,159.9543088
Tamil Nadu,NAMAKKAL,1999,Whole Year,10190.0,1361516.0,133.6129539
Tamil Nadu,NAMAKKAL,2000,Whole Year,10930.0,1460389.0,133.6129003
Tamil Nadu,NAMAKKAL,2001,Whole Year,11574.0,1361300.0,117.6170727
Tamil Nadu,NAMAKKAL,2002,Whole Year,10661.0,1446560.0,135.6870838
Tamil Nadu,NAMAKKAL,2003,Whole Year,10628.0,1337109.0,125.8100301
Tamil Nadu,NAMAKKAL,2004,Whole Year,9476.0,1306920.0,137.9189531
Tamil Nadu,NAMAKKAL,2005,Whole Year,13278.0,1844553.0,138.9179846
Tamil Nadu,NAMAKKAL,2006,Whole Year,21058.0,3967643.0,188.4149967
Tamil Nadu,NAMAKKAL,2007,Whole Year,19450.0,2457760.0,126.362982
Tamil Nadu,NAMAKKAL,2008,Whole Year,18959.0,2356130.0,124.2750145
Tamil Nadu,NAMAKKAL,2009,Whole Year,19050.0,2571979.0,135.012021
Tamil Nadu,NAMAKKAL,2010,Whole Year,18445.0,2393368.0,129.7570073
Tamil Nadu,NAMAKKAL,2011,Whole Year,19733.0,2678224.0,135.7231034
Tamil Nadu,NAMAKKAL,2012,Whole Year,20299.0,1607629.0,79.19744815
Tamil Nadu,NAMAKKAL,2013,Whole Year,16544.0,1965911.0,118.8292432
Tamil Nadu,PERAMBALUR,1997,Whole Year,11508.0,10448000.0,907.8901634
Tamil Nadu,PERAMBALUR,1998,Whole Year,9029.0,871980.0,96.57547901
Tamil Nadu,PERAMBALUR,1999,Whole Year,12445.0,1393459.0,111.9693853
Tamil Nadu,PERAMBALUR,2000,Whole Year,11921.0,1334787.0,111.9693818
Tamil Nadu,PERAMBALUR,2001,Whole Year,12673.0,799300.0,63.07109603
Tamil Nadu,PERAMBALUR,2002,Whole Year,11435.0,888310.0,77.68342807
Tamil Nadu,PERAMBALUR,2003,Whole Year,8654.0,826474.0,95.50196441
Tamil Nadu,PERAMBALUR,2004,Whole Year,10721.0,1220543.0,113.8460032
Tamil Nadu,PERAMBALUR,2005,Whole Year,15984.0,1997185.0,124.9490115
Tamil Nadu,PERAMBALUR,2006,Whole Year,18660.0,2119925.0,113.607985
Tamil Nadu,PERAMBALUR,2007,Whole Year,15803.0,1333457.0,84.37999114
Tamil Nadu,PERAMBALUR,2008,Whole Year,3688.0,952805.0,258.3527657
Tamil Nadu,PERAMBALUR,2009,Whole Year,4594.0,435266.0,94.74662603
Tamil Nadu,PERAMBALUR,2010,Whole Year,5316.0,567404.0,106.7351392
Tamil Nadu,PERAMBALUR,2011,Whole Year,6729.0,808715.0,120.183534
Tamil Nadu,PERAMBALUR,2012,Whole Year,6500.0,567313.0,87.27892308
Tamil Nadu,PERAMBALUR,2013,Whole Year,5241.0,484717.0,92.48559435
Tamil Nadu,PUDUKKOTTAI,1997,Whole Year,2377.0,2552000.0,1073.622213
Tamil Nadu,PUDUKKOTTAI,1998,Whole Year,2829.0,347210.0,122.7324143
Tamil Nadu,PUDUKKOTTAI,1999,Whole Year,3854.0,411553.0,106.7859367
Tamil Nadu,PUDUKKOTTAI,2000,Whole Year,5000.0,535180.0,107.036
Tamil Nadu,PUDUKKOTTAI,2001,Whole Year,5811.0,582200.0,100.1892962
Tamil Nadu,PUDUKKOTTAI,2002,Whole Year,6349.0,583080.0,91.83808474
Tamil Nadu,PUDUKKOTTAI,2003,Whole Year,6091.0,619323.0,101.6783779
Tamil Nadu,PUDUKKOTTAI,2004,Whole Year,7472.0,930638.0,124.5500535
Tamil Nadu,PUDUKKOTTAI,2005,Whole Year,9459.0,1276047.0,134.9029496
Tamil Nadu,PUDUKKOTTAI,2006,Whole Year,10204.0,1485060.0,145.5370443
Tamil Nadu,PUDUKKOTTAI,2007,Whole Year,8760.0,997492.0,113.8689498
Tamil Nadu,PUDUKKOTTAI,2008,Whole Year,7297.0,769148.0,105.4060573
Tamil Nadu,PUDUKKOTTAI,2009,Whole Year,7133.0,723920.0,101.4888546
Tamil Nadu,PUDUKKOTTAI,2010,Whole Year,7858.0,853814.0,108.655383
Tamil Nadu,PUDUKKOTTAI,2011,Whole Year,9243.0,1216485.0,131.6114898
Tamil Nadu,PUDUKKOTTAI,2012,Whole Year,9124.0,797048.0,87.35729943
Tamil Nadu,PUDUKKOTTAI,2013,Whole Year,6826.0,471079.0,69.01245239
Tamil Nadu,RAMANATHAPURAM,1997,Whole Year,182.0,195000.0,1071.428571
Tamil Nadu,RAMANATHAPURAM,1998,Whole Year,257.0,31540.0,122.7237354
Tamil Nadu,RAMANATHAPURAM,1999,Whole Year,352.0,37429.0,106.3323864
Tamil Nadu,RAMANATHAPURAM,2000,Whole Year,220.0,23393.0,106.3318182
Tamil Nadu,RAMANATHAPURAM,2001,Whole Year,597.0,59800.0,100.1675042
Tamil Nadu,RAMANATHAPURAM,2002,Whole Year,685.0,62910.0,91.83941606
Tamil Nadu,RAMANATHAPURAM,2003,Whole Year,451.0,45857.0,101.6784922
Tamil Nadu,RAMANATHAPURAM,2004,Whole Year,260.0,28619.0,110.0730769
Tamil Nadu,RAMANATHAPURAM,2005,Whole Year,361.0,37794.0,104.6925208
Tamil Nadu,RAMANATHAPURAM,2006,Whole Year,502.0,61643.0,122.7948207
Tamil Nadu,RAMANATHAPURAM,2007,Whole Year,334.0,35918.0,107.5389222
Tamil Nadu,RAMANATHAPURAM,2008,Whole Year,323.0,34307.0,106.2136223
Tamil Nadu,RAMANATHAPURAM,2009,Whole Year,456.0,46261.0,101.4495614
Tamil Nadu,RAMANATHAPURAM,2010,Whole Year,550.0,59623.0,108.4054545
Tamil Nadu,RAMANATHAPURAM,2011,Whole Year,592.0,66618.0,112.5304054
Tamil Nadu,RAMANATHAPURAM,2012,Whole Year,472.0,46084.0,97.63559322
Tamil Nadu,RAMANATHAPURAM,2013,Whole Year,422.0,43708.0,103.5734597
Tamil Nadu,SALEM,1997,Whole Year,13759.0,15866000.0,1153.136129
Tamil Nadu,SALEM,1998,Whole Year,10765.0,1440330.0,133.7974919
Tamil Nadu,SALEM,1999,Whole Year,8926.0,1192629.0,133.6129285
Tamil Nadu,SALEM,2000,Whole Year,9953.0,1329850.0,133.612981
Tamil Nadu,SALEM,2001,Whole Year,9455.0,812400.0,85.92279217
Tamil Nadu,SALEM,2002,Whole Year,4986.0,320390.0,64.25792218
Tamil Nadu,SALEM,2003,Whole Year,4756.0,450155.0,94.6499159
Tamil Nadu,SALEM,2004,Whole Year,6399.0,583832.0,91.23800594
Tamil Nadu,SALEM,2005,Whole Year,10468.0,981940.0,93.80397402
Tamil Nadu,SALEM,2006,Whole Year,12797.0,1348714.0,105.3929827
Tamil Nadu,SALEM,2007,Whole Year,11610.0,1072636.0,92.38897502
Tamil Nadu,SALEM,2008,Whole Year,11453.0,1065278.0,93.01300969
Tamil Nadu,SALEM,2009,Whole Year,11296.0,930663.0,82.38872167
Tamil Nadu,SALEM,2010,Whole Year,12339.0,1302343.0,105.5468839
Tamil Nadu,SALEM,2011,Whole Year,12218.0,1222664.0,100.0707153
Tamil Nadu,SALEM,2012,Whole Year,15485.0,1321473.0,85.33890862
Tamil Nadu,SALEM,2013,Whole Year,12652.0,1215553.0,96.07595637
Tamil Nadu,SIVAGANGA,1997,Whole Year,4794.0,3938000.0,821.443471
Tamil Nadu,SIVAGANGA,1998,Whole Year,4390.0,538790.0,122.7312073
Tamil Nadu,SIVAGANGA,1999,Whole Year,5594.0,499493.0,89.29084734
Tamil Nadu,SIVAGANGA,2000,Whole Year,7050.0,629501.0,89.29092199
Tamil Nadu,SIVAGANGA,2001,Whole Year,5033.0,435900.0,86.60838466
Tamil Nadu,SIVAGANGA,2002,Whole Year,5039.0,462780.0,91.83965072
Tamil Nadu,SIVAGANGA,2003,Whole Year,3357.0,341335.0,101.6785821
Tamil Nadu,SIVAGANGA,2004,Whole Year,2248.0,195502.0,86.96708185
Tamil Nadu,SIVAGANGA,2005,Whole Year,3995.0,381890.0,95.59198999
Tamil Nadu,SIVAGANGA,2006,Whole Year,6090.0,646186.0,106.1060755
Tamil Nadu,SIVAGANGA,2007,Whole Year,5992.0,602226.0,100.5050067
Tamil Nadu,SIVAGANGA,2008,Whole Year,5298.0,586637.0,110.7280106
Tamil Nadu,SIVAGANGA,2009,Whole Year,4980.0,487427.0,97.87690763
Tamil Nadu,SIVAGANGA,2010,Whole Year,5219.0,456131.0,87.39816057
Tamil Nadu,SIVAGANGA,2011,Whole Year,6283.0,778663.0,123.9317205
Tamil Nadu,SIVAGANGA,2012,Whole Year,6091.0,548874.0,90.11229683
Tamil Nadu,SIVAGANGA,2013,Whole Year,5257.0,331683.0,63.0935895
Tamil Nadu,THANJAVUR,1997,Whole Year,12604.0,9900000.0,785.4649318
Tamil Nadu,THANJAVUR,1998,Whole Year,13897.0,1244250.0,89.53371231
Tamil Nadu,THANJAVUR,1999,Whole Year,11718.0,1069224.0,91.24628776
Tamil Nadu,THANJAVUR,2000,Whole Year,11593.0,1057818.0,91.2462693
Tamil Nadu,THANJAVUR,2001,Whole Year,11356.0,1086800.0,95.70271222
Tamil Nadu,THANJAVUR,2002,Whole Year,10966.0,1121900.0,102.3071311
Tamil Nadu,THANJAVUR,2003,Whole Year,9711.0,1206038.0,124.192977
Tamil Nadu,THANJAVUR,2004,Whole Year,12000.0,1362612.0,113.551
Tamil Nadu,THANJAVUR,2005,Whole Year,15353.0,1529712.0,99.63603205
Tamil Nadu,THANJAVUR,2006,Whole Year,18374.0,1936307.0,105.3829868
Tamil Nadu,THANJAVUR,2007,Whole Year,15507.0,1675345.0,108.0379828
Tamil Nadu,THANJAVUR,2008,Whole Year,11296.0,1126098.0,99.68997875
Tamil Nadu,THANJAVUR,2009,Whole Year,8564.0,915222.0,106.8685194
Tamil Nadu,THANJAVUR,2010,Whole Year,8817.0,1184908.0,134.3890212
Tamil Nadu,THANJAVUR,2011,Whole Year,10665.0,1187515.0,111.3469292
Tamil Nadu,THANJAVUR,2012,Whole Year,11671.0,1288791.0,110.4267843
Tamil Nadu,THANJAVUR,2013,Whole Year,8580.0,1012422.0,117.9979021
Tamil Nadu,THE NILGIRIS,1997,Whole Year,22.0,24000.0,1090.909091
Tamil Nadu,THE NILGIRIS,1998,Whole Year,104.0,12760.0,122.6923077
Tamil Nadu,THE NILGIRIS,1999,Whole Year,240.0,25723.0,107.1791667
Tamil Nadu,THE NILGIRIS,2000,Whole Year,14.0,1500.0,107.1428571
Tamil Nadu,THE NILGIRIS,2001,Whole Year,7.0,700.0,100.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,14.0,1290.0,92.14285714
Tamil Nadu,THE NILGIRIS,2004,Whole Year,11.0,1211.0,110.0909091
Tamil Nadu,THE NILGIRIS,2005,Whole Year,11.0,1152.0,104.7272727
Tamil Nadu,THE NILGIRIS,2006,Whole Year,10.0,1228.0,122.8
Tamil Nadu,THE NILGIRIS,2007,Whole Year,10.0,1075.0,107.5
Tamil Nadu,THE NILGIRIS,2008,Whole Year,5.0,531.0,106.2
Tamil Nadu,THE NILGIRIS,2012,Whole Year,4.0,391.0,97.75
Tamil Nadu,THE NILGIRIS,2013,Whole Year,3.0,311.0,103.6666667
Tamil Nadu,THENI,1997,Whole Year,9524.0,10598000.0,1112.767745
Tamil Nadu,THENI,1998,Whole Year,16133.0,3617820.0,224.2496746
Tamil Nadu,THENI,1999,Whole Year,13515.0,1622842.0,120.0770995
Tamil Nadu,THENI,2000,Whole Year,12673.0,1569245.0,123.8258502
Tamil Nadu,THENI,2001,Whole Year,10790.0,1711000.0,158.5727525
Tamil Nadu,THENI,2002,Whole Year,10590.0,878040.0,82.9121813
Tamil Nadu,THENI,2003,Whole Year,6988.0,692993.0,99.16900401
Tamil Nadu,THENI,2004,Whole Year,5940.0,723302.0,121.7680135
Tamil Nadu,THENI,2005,Whole Year,7510.0,1105908.0,147.2580559
Tamil Nadu,THENI,2006,Whole Year,9055.0,1042004.0,115.0749862
Tamil Nadu,THENI,2007,Whole Year,7658.0,769797.0,100.5219378
Tamil Nadu,THENI,2008,Whole Year,6366.0,852350.0,133.8909833
Tamil Nadu,THENI,2009,Whole Year,5551.0,725312.0,130.6633039
Tamil Nadu,THENI,2010,Whole Year,5979.0,715878.0,119.7320622
Tamil Nadu,THENI,2011,Whole Year,7130.0,931905.0,130.7019635
Tamil Nadu,THENI,2012,Whole Year,6408.0,806079.0,125.792603
Tamil Nadu,THENI,2013,Whole Year,6425.0,672685.0,104.6980545
Tamil Nadu,THIRUVALLUR,1997,Whole Year,5964.0,11811000.0,1980.382294
Tamil Nadu,THIRUVALLUR,1998,Whole Year,8284.0,1432090.0,172.8742154
Tamil Nadu,THIRUVALLUR,1999,Whole Year,11280.0,1361136.0,120.6680851
Tamil Nadu,THIRUVALLUR,2000,Whole Year,7039.0,849383.0,120.6681347
Tamil Nadu,THIRUVALLUR,2001,Whole Year,6206.0,813200.0,131.0344828
Tamil Nadu,THIRUVALLUR,2002,Whole Year,5993.0,665600.0,111.0629067
Tamil Nadu,THIRUVALLUR,2003,Whole Year,4530.0,458083.0,101.1220751
Tamil Nadu,THIRUVALLUR,2004,Whole Year,3240.0,329440.0,101.6790123
Tamil Nadu,THIRUVALLUR,2005,Whole Year,5558.0,570279.0,102.6050738
Tamil Nadu,THIRUVALLUR,2006,Whole Year,8436.0,1143424.0,135.5410147
Tamil Nadu,THIRUVALLUR,2007,Whole Year,6393.0,747815.0,116.9740341
Tamil Nadu,THIRUVALLUR,2008,Whole Year,5615.0,626831.0,111.6350846
Tamil Nadu,THIRUVALLUR,2009,Whole Year,6200.0,629788.0,101.5787097
Tamil Nadu,THIRUVALLUR,2010,Whole Year,6698.0,737531.0,110.112123
Tamil Nadu,THIRUVALLUR,2011,Whole Year,7380.0,798018.0,108.1325203
Tamil Nadu,THIRUVALLUR,2012,Whole Year,7669.0,746013.0,97.27643761
Tamil Nadu,THIRUVALLUR,2013,Whole Year,7352.0,698344.0,94.98694233
Tamil Nadu,THIRUVARUR,1997,Whole Year,3669.0,2287000.0,623.3306078
Tamil Nadu,THIRUVARUR,1998,Whole Year,3126.0,383660.0,122.7319258
Tamil Nadu,THIRUVARUR,1999,Whole Year,2174.0,198369.0,91.24609016
Tamil Nadu,THIRUVARUR,2000,Whole Year,2338.0,213334.0,91.24636441
Tamil Nadu,THIRUVARUR,2001,Whole Year,1738.0,174100.0,100.1726122
Tamil Nadu,THIRUVARUR,2002,Whole Year,1632.0,149880.0,91.83823529
Tamil Nadu,THIRUVARUR,2003,Whole Year,1765.0,179462.0,101.678187
Tamil Nadu,THIRUVARUR,2004,Whole Year,1834.0,201877.0,110.0747001
Tamil Nadu,THIRUVARUR,2005,Whole Year,3683.0,385581.0,104.6920988
Tamil Nadu,THIRUVARUR,2006,Whole Year,2853.0,350333.0,122.7946022
Tamil Nadu,THIRUVARUR,2007,Whole Year,2281.0,245295.0,107.5383604
Tamil Nadu,THIRUVARUR,2008,Whole Year,2370.0,251727.0,106.2139241
Tamil Nadu,THIRUVARUR,2009,Whole Year,1695.0,171958.0,101.4501475
Tamil Nadu,THIRUVARUR,2010,Whole Year,846.0,91711.0,108.4054374
Tamil Nadu,THIRUVARUR,2011,Whole Year,548.0,61667.0,112.5310219
Tamil Nadu,THIRUVARUR,2012,Whole Year,593.0,57898.0,97.63575042
Tamil Nadu,THIRUVARUR,2013,Whole Year,503.0,52098.0,103.5745527
Tamil Nadu,TIRUCHIRAPPALLI,1997,Whole Year,4315.0,5806000.0,1345.538818
Tamil Nadu,TIRUCHIRAPPALLI,1998,Whole Year,13204.0,1899500.0,143.8579218
Tamil Nadu,TIRUCHIRAPPALLI,1999,Whole Year,6241.0,698801.0,111.9693959
Tamil Nadu,TIRUCHIRAPPALLI,2000,Whole Year,4964.0,555816.0,111.9693795
