State_Name,District_Name,Crop_Year,Season,Area (Hectare),Production (Tonnes),yield (Tonne/Hectare)
West Bengal,MURSHIDABAD,2008,Whole Year,6965.0,54995400.0,7895.965542
West Bengal,MURSHIDABAD,2009,Whole Year,5266.0,33512300.0,6363.900494
West Bengal,NADIA,2007,Whole Year,1943.0,27004500.0,13898.35306
West Bengal,NADIA,2008,Whole Year,1807.0,21976500.0,12161.8705
West Bengal,NADIA,2009,Whole Year,1851.0,8715900.0,4708.752026
West Bengal,PURBA BARDHAMAN,2007,Whole Year,817.0,5615000.0,6872.705018
West Bengal,PURBA BARDHAMAN,2008,Whole Year,636.0,4719300.0,7420.283019
West Bengal,PURBA BARDHAMAN,2009,Whole Year,1070.0,8648800.0,8082.990654
West Bengal,PURULIA,2007,Whole Year,635.0,4249000.0,6691.338583
West Bengal,PURULIA,2008,Whole Year,541.0,2599100.0,4804.251386
West Bengal,PURULIA,2009,Whole Year,304.0,2526100.0,8309.539474
Andaman and Nicobar Islands,NICOBARS,2010,Autumn,13.4,4175.0,311.5671642
Andaman and Nicobar Islands,NICOBARS,2011,Autumn,4.5,1050.0,233.3333333
Andaman and Nicobar Islands,NICOBARS,2012,Autumn,6.6,370.0,56.06060606
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Autumn,73.33,88920.0,1212.600573
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2011,Autumn,105.0,189200.0,1801.904762
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2012,Autumn,205.4,462770.0,2253.0185
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Autumn,67.5,40200.0,595.5555556
Andaman and Nicobar Islands,SOUTH ANDAMANS,2011,Autumn,61.8,56200.0,909.3851133
Andaman and Nicobar Islands,SOUTH ANDAMANS,2012,Autumn,62.5,125200.0,2003.2
Andhra Pradesh,ADILABAD,2010,Whole Year,8.0,67200.0,8400.0
Andhra Pradesh,ANANTAPUR,2010,Whole Year,235.0,2098100.0,8928.085106
Andhra Pradesh,ANANTAPUR,2011,Whole Year,410.0,3918600.0,9557.560976
Andhra Pradesh,CHITTOOR,2010,Whole Year,27719.0,231134200.0,8338.475414
Andhra Pradesh,CHITTOOR,2011,Whole Year,28405.0,257710600.0,9072.719592
Andhra Pradesh,CHITTOOR,2012,Whole Year,28000.0,249200000.0,8900.0
Andhra Pradesh,EAST GODAVARI,2010,Whole Year,13051.0,108647100.0,8324.810359
Andhra Pradesh,EAST GODAVARI,2011,Whole Year,12618.0,106956000.0,8476.462197
Andhra Pradesh,EAST GODAVARI,2012,Whole Year,14000.0,111100000.0,7935.714286
Andhra Pradesh,GUNTUR,2010,Whole Year,908.0,7743000.0,8527.53304
Andhra Pradesh,GUNTUR,2011,Whole Year,967.0,10057200.0,10400.41365
Andhra Pradesh,KADAPA,2010,Whole Year,835.0,7541300.0,9031.497006
Andhra Pradesh,KADAPA,2011,Whole Year,735.0,5982500.0,8139.455782
Andhra Pradesh,KARIMNAGAR,2010,Whole Year,1500.0,11689500.0,7793.0
Andhra Pradesh,KARIMNAGAR,2011,Whole Year,1700.0,15533600.0,9137.411765
Andhra Pradesh,KARIMNAGAR,2012,Whole Year,2000.0,15900000.0,7950.0
Andhra Pradesh,KHAMMAM,2010,Whole Year,3049.0,28980100.0,9504.788455
Andhra Pradesh,KHAMMAM,2011,Whole Year,4680.0,42112500.0,8998.397436
Andhra Pradesh,KHAMMAM,2012,Whole Year,5000.0,50200000.0,10040.0
Andhra Pradesh,KRISHNA,2010,Whole Year,16144.0,152771600.0,9463.057483
Andhra Pradesh,KRISHNA,2011,Whole Year,16024.0,162186000.0,10121.44284
Andhra Pradesh,KRISHNA,2012,Whole Year,16000.0,137400000.0,8587.5
Andhra Pradesh,KURNOOL,2010,Whole Year,1738.0,16891200.0,9718.757192
Andhra Pradesh,KURNOOL,2011,Whole Year,985.0,10026100.0,10178.78173
Andhra Pradesh,KURNOOL,2012,Whole Year,2000.0,13800000.0,6900.0
Andhra Pradesh,MAHBUBNAGAR,2010,Whole Year,1945.0,16147200.0,8301.902314
Andhra Pradesh,MAHBUBNAGAR,2011,Whole Year,2685.0,22037500.0,8207.635009
Andhra Pradesh,MAHBUBNAGAR,2012,Whole Year,2000.0,26100000.0,13050.0
Andhra Pradesh,MEDAK,2010,Whole Year,23128.0,172099400.0,7441.170875
Andhra Pradesh,MEDAK,2011,Whole Year,25205.0,221542400.0,8789.621107
Andhra Pradesh,MEDAK,2012,Whole Year,21000.0,190600000.0,9076.190476
Andhra Pradesh,NALGONDA,2010,Whole Year,398.0,3143400.0,7897.98995
Andhra Pradesh,NALGONDA,2011,Whole Year,672.0,6186000.0,9205.357143
Andhra Pradesh,NALGONDA,2012,Whole Year,1000.0,8000000.0,8000.0
Andhra Pradesh,NIZAMABAD,2010,Whole Year,8298.0,63666100.0,7672.463244
Andhra Pradesh,NIZAMABAD,2011,Whole Year,9298.0,68543200.0,7371.821897
Andhra Pradesh,NIZAMABAD,2012,Whole Year,8000.0,57700000.0,7212.5
Andhra Pradesh,PRAKASAM,2010,Whole Year,331.0,2714200.0,8200.0
Andhra Pradesh,PRAKASAM,2011,Whole Year,423.0,3426300.0,8100.0
Andhra Pradesh,PRAKASAM,2012,Whole Year,1000.0,5100000.0,5100.0
Andhra Pradesh,RANGAREDDI,2010,Whole Year,1503.0,10812800.0,7194.145043
Andhra Pradesh,RANGAREDDI,2011,Whole Year,1207.0,8492500.0,7036.039768
Andhra Pradesh,RANGAREDDI,2012,Whole Year,1000.0,8800000.0,8800.0
Andhra Pradesh,SPSR NELLORE,2010,Whole Year,7172.0,65890500.0,9187.18628
Andhra Pradesh,SPSR NELLORE,2011,Whole Year,9061.0,97645600.0,10776.47059
Andhra Pradesh,SPSR NELLORE,2012,Whole Year,10000.0,97300000.0,9730.0
Andhra Pradesh,SRIKAKULAM,2010,Whole Year,3176.0,18090500.0,5696.001259
Andhra Pradesh,SRIKAKULAM,2011,Whole Year,7862.0,54895000.0,6982.32002
Andhra Pradesh,SRIKAKULAM,2012,Whole Year,7000.0,49200000.0,7028.571429
Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year,38819.0,222167400.0,5723.161339
Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year,37862.0,215287600.0,5686.112725
Andhra Pradesh,VISAKHAPATANAM,2012,Whole Year,38000.0,207200000.0,5452.631579
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year,15208.0,97257400.0,6395.147291
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year,16185.0,105667700.0,6528.742663
Andhra Pradesh,VIZIANAGARAM,2012,Whole Year,16000.0,99700000.0,6231.25
Andhra Pradesh,WEST GODAVARI,2010,Whole Year,26564.0,254693300.0,9587.912212
Andhra Pradesh,WEST GODAVARI,2011,Whole Year,27054.0,250678800.0,9265.868263
Andhra Pradesh,WEST GODAVARI,2012,Whole Year,24000.0,217500000.0,9062.5
Arunachal Pradesh,CHANGLANG,2010,Whole Year,595.0,774000.0,1300.840336
Arunachal Pradesh,CHANGLANG,2011,Whole Year,620.0,819600.0,1321.935484
Arunachal Pradesh,DIBANG VALLEY,2012,Whole Year,25.0,16300.0,652.0
Arunachal Pradesh,EAST SIANG,2010,Whole Year,242.0,951400.0,3931.404959
Arunachal Pradesh,EAST SIANG,2011,Whole Year,241.0,968000.0,4016.59751
Arunachal Pradesh,EAST SIANG,2012,Whole Year,95.0,95000.0,1000.0
Arunachal Pradesh,KURUNG KUMEY,2012,Whole Year,98.0,289700.0,2956.122449
Arunachal Pradesh,LOHIT,2010,Whole Year,31.0,20200.0,651.6129032
Arunachal Pradesh,LOHIT,2011,Whole Year,31.0,20900.0,674.1935484
Arunachal Pradesh,LOWER DIBANG VALLEY,2010,Whole Year,101.0,101000.0,1000.0
Arunachal Pradesh,LOWER DIBANG VALLEY,2011,Whole Year,100.0,103000.0,1030.0
Arunachal Pradesh,LOWER SUBANSIRI,2010,Whole Year,90.0,270900.0,3010.0
Arunachal Pradesh,LOWER SUBANSIRI,2011,Whole Year,90.0,275000.0,3055.555556
Arunachal Pradesh,LOWER SUBANSIRI,2012,Whole Year,90.0,275000.0,3055.555556
Arunachal Pradesh,PAPUM PARE,2010,Whole Year,182.0,305800.0,1680.21978
Arunachal Pradesh,PAPUM PARE,2011,Whole Year,190.0,323000.0,1700.0
Arunachal Pradesh,PAPUM PARE,2012,Whole Year,197.0,372300.0,1889.847716
Arunachal Pradesh,TIRAP,2012,Whole Year,560.0,708400.0,1265.0
Arunachal Pradesh,UPPER SIANG,2010,Whole Year,150.0,127500.0,850.0
Arunachal Pradesh,UPPER SIANG,2011,Whole Year,150.0,130500.0,870.0
Arunachal Pradesh,UPPER SIANG,2012,Whole Year,270.0,1013600.0,3754.074074
Arunachal Pradesh,UPPER SUBANSIRI,2010,Whole Year,21.0,68100.0,3242.857143
Arunachal Pradesh,UPPER SUBANSIRI,2011,Whole Year,32.0,79500.0,2484.375
Arunachal Pradesh,UPPER SUBANSIRI,2012,Whole Year,35.0,92800.0,2651.428571
Arunachal Pradesh,WEST SIANG,2010,Whole Year,96.0,278500.0,2901.041667
Arunachal Pradesh,WEST SIANG,2011,Whole Year,96.0,280500.0,2921.875
Arunachal Pradesh,WEST SIANG,2012,Whole Year,160.0,152000.0,950.0
Assam,BAKSA,2010,Whole Year,349.0,820200.0,2350.143266
Assam,BAKSA,2011,Whole Year,325.0,963600.0,2964.923077
Assam,BAKSA,2012,Whole Year,305.0,640000.0,2098.360656
Assam,BARPETA,2010,Whole Year,356.0,1288500.0,3619.382022
Assam,BARPETA,2011,Whole Year,380.0,1408100.0,3705.526316
Assam,BARPETA,2012,Whole Year,342.0,1217900.0,3561.111111
Assam,BONGAIGAON,2010,Whole Year,192.0,694900.0,3619.270833
Assam,BONGAIGAON,2011,Whole Year,183.0,678100.0,3705.464481
Assam,BONGAIGAON,2012,Whole Year,208.0,740700.0,3561.057692
Assam,CACHAR,2010,Whole Year,140.0,576200.0,4115.714286
Assam,CACHAR,2011,Whole Year,115.0,426100.0,3705.217391
Assam,CACHAR,2012,Whole Year,119.0,423800.0,3561.344538
Assam,CHIRANG,2010,Whole Year,92.0,333000.0,3619.565217
Assam,CHIRANG,2011,Whole Year,96.0,355700.0,3705.208333
Assam,CHIRANG,2012,Whole Year,193.0,687300.0,3561.139896
Assam,DARRANG,2010,Whole Year,609.0,2340200.0,3842.692939
Assam,DARRANG,2011,Whole Year,471.0,1980000.0,4203.821656
Assam,DARRANG,2012,Whole Year,495.0,2003700.0,4047.878788
Assam,DHEMAJI,2010,Whole Year,99.0,358400.0,3620.20202
Assam,DHEMAJI,2011,Whole Year,101.0,374300.0,3705.940594
Assam,DHEMAJI,2012,Whole Year,103.0,366800.0,3561.165049
Assam,DHUBRI,2010,Whole Year,138.0,499600.0,3620.289855
Assam,DHUBRI,2011,Whole Year,142.0,526200.0,3705.633803
Assam,DHUBRI,2012,Whole Year,154.0,548400.0,3561.038961
Assam,DIBRUGARH,2010,Whole Year,64.0,231700.0,3620.3125
Assam,DIBRUGARH,2011,Whole Year,96.0,355700.0,3705.208333
Assam,DIBRUGARH,2012,Whole Year,120.0,427300.0,3560.833333
Assam,DIMA HASAO,2010,Whole Year,3625.0,12781000.0,3525.793103
Assam,DIMA HASAO,2011,Whole Year,2780.0,8725300.0,3138.597122
Assam,DIMA HASAO,2012,Whole Year,2998.0,9012900.0,3006.304203
Assam,GOALPARA,2010,Whole Year,238.0,861500.0,3619.747899
Assam,GOALPARA,2011,Whole Year,210.0,778200.0,3705.714286
Assam,GOALPARA,2012,Whole Year,230.0,819100.0,3561.304348
Assam,GOLAGHAT,2010,Whole Year,2491.0,8359300.0,3355.800883
Assam,GOLAGHAT,2011,Whole Year,2276.0,8153800.0,3582.513181
Assam,GOLAGHAT,2012,Whole Year,2244.0,7674900.0,3420.187166
Assam,HAILAKANDI,2010,Whole Year,200.0,723900.0,3619.5
Assam,HAILAKANDI,2011,Whole Year,265.0,982000.0,3705.660377
Assam,HAILAKANDI,2012,Whole Year,175.0,623200.0,3561.142857
Assam,JORHAT,2010,Whole Year,510.0,1406000.0,2756.862745
Assam,JORHAT,2011,Whole Year,464.0,1480900.0,3191.594828
Assam,JORHAT,2012,Whole Year,823.0,2287700.0,2779.708384
Assam,KAMRUP,2010,Whole Year,1047.0,4028800.0,3847.946514
Assam,KAMRUP,2011,Whole Year,968.0,3828700.0,3955.268595
Assam,KAMRUP,2012,Whole Year,916.0,3647200.0,3981.659389
Assam,KAMRUP METRO,2010,Whole Year,85.0,307700.0,3620.0
Assam,KAMRUP METRO,2011,Whole Year,87.0,322400.0,3705.747126
Assam,KAMRUP METRO,2012,Whole Year,98.0,349000.0,3561.22449
Assam,KARBI ANGLONG,2010,Whole Year,7217.0,26122600.0,3619.592629
Assam,KARBI ANGLONG,2011,Whole Year,7155.0,25888100.0,3618.183089
Assam,KARBI ANGLONG,2012,Whole Year,7285.0,28441500.0,3904.118051
Assam,KARIMGANJ,2010,Whole Year,285.0,818600.0,2872.280702
Assam,KARIMGANJ,2011,Whole Year,291.0,1014800.0,3487.285223
Assam,KARIMGANJ,2012,Whole Year,262.0,954300.0,3642.366412
Assam,KOKRAJHAR,2010,Whole Year,156.0,564700.0,3619.871795
Assam,KOKRAJHAR,2011,Whole Year,185.0,685500.0,3705.405405
Assam,KOKRAJHAR,2012,Whole Year,196.0,698000.0,3561.22449
Assam,LAKHIMPUR,2010,Whole Year,345.0,1581700.0,4584.637681
Assam,LAKHIMPUR,2011,Whole Year,311.0,1913600.0,6153.054662
Assam,LAKHIMPUR,2012,Whole Year,330.0,1639400.0,4967.878788
Assam,MARIGAON,2010,Whole Year,571.0,2126000.0,3723.292469
Assam,MARIGAON,2011,Whole Year,761.0,3041500.0,3996.714849
Assam,MARIGAON,2012,Whole Year,1243.0,4284000.0,3446.500402
Assam,NAGAON,2010,Whole Year,6950.0,24698200.0,3553.697842
Assam,NAGAON,2011,Whole Year,6750.0,24792400.0,3672.948148
Assam,NAGAON,2012,Whole Year,6249.0,20977100.0,3356.8731
Assam,NALBARI,2010,Whole Year,90.0,351800.0,3908.888889
Assam,NALBARI,2011,Whole Year,100.0,342800.0,3428.0
Assam,NALBARI,2012,Whole Year,224.0,750900.0,3352.232143
Assam,SIVASAGAR,2010,Whole Year,92.0,333100.0,3620.652174
Assam,SIVASAGAR,2011,Whole Year,96.0,355700.0,3705.208333
Assam,SIVASAGAR,2012,Whole Year,84.0,299200.0,3561.904762
Assam,SONITPUR,2010,Whole Year,2724.0,10769900.0,3953.707783
Assam,SONITPUR,2011,Whole Year,2797.0,12018700.0,4296.996782
Assam,SONITPUR,2012,Whole Year,2512.0,9150300.0,3642.63535
Assam,TINSUKIA,2010,Whole Year,179.0,648000.0,3620.111732
Assam,TINSUKIA,2011,Whole Year,197.0,730000.0,3705.583756
Assam,TINSUKIA,2012,Whole Year,201.0,715800.0,3561.19403
Assam,UDALGURI,2010,Whole Year,892.0,4007700.0,4492.93722
Assam,UDALGURI,2011,Whole Year,802.0,3129200.0,3901.745636
Assam,UDALGURI,2012,Whole Year,762.0,3435700.0,4508.792651
Bihar,ARARIA,2010,Whole Year,147.0,737700.0,5018.367347
Bihar,ARWAL,2010,Whole Year,32.0,214800.0,6712.5
Bihar,ARWAL,2012,Whole Year,75.0,453500.0,6046.666667
Bihar,AURANGABAD,2010,Whole Year,895.0,6007500.0,6712.290503
Bihar,AURANGABAD,2012,Whole Year,157.0,949200.0,6045.859873
Bihar,BANKA,2010,Whole Year,3256.0,23295000.0,7154.484029
Bihar,BANKA,2012,Whole Year,2365.0,13537900.0,5724.270613
Bihar,BEGUSARAI,2010,Whole Year,6256.0,50978200.0,8148.689258
Bihar,BEGUSARAI,2012,Whole Year,8166.0,73681200.0,9022.92432
Bihar,BHAGALPUR,2010,Whole Year,6607.0,65132500.0,9858.10504
Bihar,BHAGALPUR,2012,Whole Year,5515.0,37953700.0,6881.903898
Bihar,BHOJPUR,2010,Whole Year,251.0,1152800.0,4592.828685
Bihar,BHOJPUR,2012,Whole Year,353.0,1395300.0,3952.691218
Bihar,BUXAR,2010,Whole Year,502.0,1242800.0,2475.697211
Bihar,BUXAR,2012,Whole Year,698.0,2572600.0,3685.673352
Bihar,DARBHANGA,2010,Whole Year,1443.0,6269400.0,4344.698545
Bihar,DARBHANGA,2012,Whole Year,2189.0,10178900.0,4650.022841
Bihar,GAYA,2010,Whole Year,320.0,1556800.0,4865.0
Bihar,GAYA,2012,Whole Year,500.0,3043200.0,6086.4
Bihar,GOPALGANJ,2010,Whole Year,30872.0,123482000.0,3999.805649
Bihar,GOPALGANJ,2012,Whole Year,22724.0,112386500.0,4945.718183
Bihar,JAMUI,2010,Whole Year,2390.0,16158800.0,6761.004184
Bihar,JAMUI,2012,Whole Year,646.0,4222400.0,6536.22291
Bihar,JEHANABAD,2010,Whole Year,202.0,1752200.0,8674.257426
Bihar,JEHANABAD,2012,Whole Year,195.0,1179000.0,6046.153846
Bihar,KAIMUR (BHABUA),2010,Whole Year,317.0,784800.0,2475.709779
Bihar,KAIMUR (BHABUA),2012,Whole Year,297.0,1453300.0,4893.265993
Bihar,KATIHAR,2010,Whole Year,161.0,722000.0,4484.47205
Bihar,KATIHAR,2012,Whole Year,222.0,1259400.0,5672.972973
Bihar,KHAGARIA,2010,Whole Year,221.0,1861300.0,8422.171946
Bihar,KHAGARIA,2012,Whole Year,73.0,728900.0,9984.931507
Bihar,KISHANGANJ,2010,Whole Year,70.0,351300.0,5018.571429
Bihar,KISHANGANJ,2012,Whole Year,75.0,485100.0,6468.0
Bihar,LAKHISARAI,2010,Whole Year,60.0,505300.0,8421.666667
Bihar,MADHEPURA,2010,Whole Year,5060.0,25392100.0,5018.201581
Bihar,MADHEPURA,2012,Whole Year,3920.0,25352600.0,6467.5
Bihar,MADHUBANI,2010,Whole Year,173.0,944100.0,5457.225434
Bihar,MADHUBANI,2012,Whole Year,67.0,323600.0,4829.850746
Bihar,MUNGER,2010,Whole Year,266.0,1798400.0,6760.902256
Bihar,MUNGER,2012,Whole Year,238.0,1645300.0,6913.02521
Bihar,MUZAFFARPUR,2010,Whole Year,4952.0,25038300.0,5056.199515
Bihar,MUZAFFARPUR,2012,Whole Year,5863.0,45591900.0,7776.20672
Bihar,NALANDA,2010,Whole Year,203.0,502600.0,2475.862069
Bihar,NALANDA,2012,Whole Year,312.0,1552600.0,4976.282051
Bihar,NAWADA,2010,Whole Year,673.0,3377200.0,5018.127786
Bihar,NAWADA,2012,Whole Year,74.0,447400.0,6045.945946
Bihar,PASHCHIM CHAMPARAN,2010,Whole Year,125208.0,487347000.0,3892.299214
Bihar,PASHCHIM CHAMPARAN,2012,Whole Year,151761.0,703093000.0,4632.896462
Bihar,PATNA,2010,Whole Year,1865.0,6852000.0,3673.994638
Bihar,PATNA,2012,Whole Year,116.0,639600.0,5513.793103
Bihar,PURBI CHAMPARAN,2010,Whole Year,16264.0,66093600.0,4063.797344
Bihar,PURBI CHAMPARAN,2012,Whole Year,21079.0,100270300.0,4756.881256
Bihar,PURNIA,2010,Whole Year,471.0,2051900.0,4356.475584
Bihar,PURNIA,2012,Whole Year,31.0,144700.0,4667.741935
Bihar,ROHTAS,2010,Whole Year,1027.0,2923900.0,2847.030185
Bihar,ROHTAS,2012,Whole Year,157.0,673400.0,4289.171975
Bihar,SAHARSA,2010,Whole Year,4.0,20100.0,5025.0
Bihar,SAHARSA,2012,Whole Year,229.0,1247100.0,5445.851528
Bihar,SAMASTIPUR,2010,Whole Year,4980.0,24375000.0,4894.578313
Bihar,SAMASTIPUR,2012,Whole Year,361.0,1681700.0,4658.448753
Bihar,SARAN,2010,Whole Year,3566.0,14866400.0,4168.928772
Bihar,SARAN,2012,Whole Year,518.0,2491200.0,4809.266409
Bihar,SHEIKHPURA,2010,Whole Year,739.0,5011300.0,6781.190798
Bihar,SHEIKHPURA,2012,Whole Year,165.0,1085400.0,6578.181818
Bihar,SHEOHAR,2010,Whole Year,3383.0,7178700.0,2121.992315
Bihar,SHEOHAR,2012,Whole Year,1984.0,23118800.0,11652.62097
Bihar,SITAMARHI,2010,Whole Year,21590.0,177843900.0,8237.327466
Bihar,SITAMARHI,2012,Whole Year,16179.0,86746300.0,5361.660177
Bihar,SIWAN,2010,Whole Year,5778.0,26710500.0,4622.793354
Bihar,SIWAN,2012,Whole Year,2642.0,9461600.0,3581.226344
Bihar,SUPAUL,2010,Whole Year,131.0,657400.0,5018.320611
Bihar,VAISHALI,2010,Whole Year,337.0,1576800.0,4678.931751
Bihar,VAISHALI,2012,Whole Year,398.0,3094900.0,7776.130653
Chhattisgarh,BALOD,2011,Whole Year,42.0,50400.0,1200.0
Chhattisgarh,BALOD,2012,Whole Year,233.0,60700.0,260.5150215
Chhattisgarh,BALODA BAZAR,2011,Whole Year,25.0,19200.0,768.0
Chhattisgarh,BALODA BAZAR,2012,Whole Year,34.0,11400.0,335.2941176
Chhattisgarh,BALRAMPUR,2011,Whole Year,117.0,153500.0,1311.965812
Chhattisgarh,BALRAMPUR,2012,Whole Year,373.0,134300.0,360.0536193
Chhattisgarh,BASTAR,2010,Whole Year,471.0,117500.0,249.4692144
Chhattisgarh,BASTAR,2011,Whole Year,523.0,315200.0,602.6768642
Chhattisgarh,BASTAR,2012,Whole Year,420.0,146700.0,349.2857143
Chhattisgarh,BEMETARA,2011,Whole Year,1981.0,600900.0,303.3316507
Chhattisgarh,BEMETARA,2012,Whole Year,1981.0,583700.0,294.6491671
Chhattisgarh,BIJAPUR,2010,Whole Year,1.0,200.0,200.0
Chhattisgarh,BIJAPUR,2011,Whole Year,1.0,400.0,400.0
Chhattisgarh,BILASPUR,2010,Whole Year,269.0,82900.0,308.1784387
Chhattisgarh,BILASPUR,2011,Whole Year,6.0,16000.0,2666.666667
Chhattisgarh,BILASPUR,2012,Whole Year,6.0,1900.0,316.6666667
Chhattisgarh,DANTEWADA,2010,Whole Year,11.0,2800.0,254.5454545
Chhattisgarh,DHAMTARI,2010,Whole Year,10.0,3200.0,320.0
Chhattisgarh,DHAMTARI,2011,Whole Year,4.0,8200.0,2050.0
Chhattisgarh,DHAMTARI,2012,Whole Year,22.0,7100.0,322.7272727
Chhattisgarh,DURG,2010,Whole Year,1408.0,433400.0,307.8125
Chhattisgarh,DURG,2011,Whole Year,98.0,117400.0,1197.959184
Chhattisgarh,DURG,2012,Whole Year,316.0,93100.0,294.6202532
Chhattisgarh,GARIYABAND,2011,Whole Year,29.0,14400.0,496.5517241
Chhattisgarh,GARIYABAND,2012,Whole Year,122.0,41000.0,336.0655738
Chhattisgarh,JANJGIR-CHAMPA,2010,Whole Year,37.0,11400.0,308.1081081
Chhattisgarh,JANJGIR-CHAMPA,2011,Whole Year,31.0,19000.0,612.9032258
Chhattisgarh,JANJGIR-CHAMPA,2012,Whole Year,33.0,10800.0,327.2727273
Chhattisgarh,JASHPUR,2010,Whole Year,44.0,12800.0,290.9090909
Chhattisgarh,JASHPUR,2011,Whole Year,49.0,25300.0,516.3265306
Chhattisgarh,JASHPUR,2012,Whole Year,41.0,12100.0,295.1219512
Chhattisgarh,KABIRDHAM,2010,Whole Year,3359.0,626100.0,186.3947603
Chhattisgarh,KABIRDHAM,2011,Whole Year,2703.0,1801500.0,666.481687
Chhattisgarh,KABIRDHAM,2012,Whole Year,3401.0,731400.0,215.0543958
Chhattisgarh,KANKER,2010,Whole Year,3.0,800.0,266.6666667
Chhattisgarh,KANKER,2011,Whole Year,3.0,2300.0,766.6666667
Chhattisgarh,KANKER,2012,Whole Year,5.0,1200.0,240.0
Chhattisgarh,KONDAGAON,2011,Whole Year,11.0,8300.0,754.5454545
Chhattisgarh,KONDAGAON,2012,Whole Year,14.0,4900.0,350.0
Chhattisgarh,KORBA,2010,Whole Year,4.0,1200.0,300.0
Chhattisgarh,KORBA,2011,Whole Year,3.0,1000.0,333.3333333
Chhattisgarh,KOREA,2010,Whole Year,1.0,300.0,300.0
Chhattisgarh,MAHASAMUND,2010,Whole Year,15.0,3900.0,260.0
Chhattisgarh,MAHASAMUND,2011,Whole Year,6.0,5600.0,933.3333333
Chhattisgarh,MAHASAMUND,2012,Whole Year,15.0,4500.0,300.0
Chhattisgarh,MUNGELI,2011,Whole Year,234.0,130800.0,558.974359
Chhattisgarh,MUNGELI,2012,Whole Year,231.0,83000.0,359.3073593
Chhattisgarh,NARAYANPUR,2010,Whole Year,5.0,900.0,180.0
Chhattisgarh,NARAYANPUR,2011,Whole Year,3.0,1300.0,433.3333333
Chhattisgarh,NARAYANPUR,2012,Whole Year,3.0,1100.0,366.6666667
Chhattisgarh,RAIGARH,2010,Whole Year,303.0,88300.0,291.4191419
Chhattisgarh,RAIGARH,2011,Whole Year,304.0,173400.0,570.3947368
Chhattisgarh,RAIGARH,2012,Whole Year,240.0,74700.0,311.25
Chhattisgarh,RAIPUR,2010,Whole Year,124.0,43600.0,351.6129032
Chhattisgarh,RAIPUR,2011,Whole Year,64.0,21300.0,332.8125
Chhattisgarh,RAIPUR,2012,Whole Year,31.0,10400.0,335.483871
Chhattisgarh,RAJNANDGAON,2010,Whole Year,32.0,6000.0,187.5
Chhattisgarh,RAJNANDGAON,2011,Whole Year,29.0,8800.0,303.4482759
Chhattisgarh,RAJNANDGAON,2012,Whole Year,26.0,5000.0,192.3076923
Chhattisgarh,SUKMA,2011,Whole Year,8.0,6800.0,850.0
Chhattisgarh,SUKMA,2012,Whole Year,12.0,3600.0,300.0
Chhattisgarh,SURAJPUR,2011,Whole Year,790.0,488300.0,618.1012658
Chhattisgarh,SURAJPUR,2012,Whole Year,811.0,293100.0,361.405672
Chhattisgarh,SURGUJA,2010,Whole Year,1443.0,410300.0,284.3381843
Chhattisgarh,SURGUJA,2011,Whole Year,1099.0,554800.0,504.822566
Chhattisgarh,SURGUJA,2012,Whole Year,857.0,264300.0,308.4014002
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2010,Winter,410.0,3280000.0,8000.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2011,Winter,665.0,5320000.0,8000.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2012,Winter,662.0,5296000.0,8000.0
Delhi,DELHI_TOTAL,2010,Whole Year,3.0,22600.0,7533.333333
Delhi,DELHI_TOTAL,2011,Whole Year,3.0,22600.0,7533.333333
Delhi,DELHI_TOTAL,2012,Whole Year,3.0,22600.0,7533.333333
Goa,NORTH GOA,2010,Whole Year,141.0,593300.0,4207.801418
Goa,NORTH GOA,2011,Whole Year,145.0,608600.0,4197.241379
Goa,NORTH GOA,2012,Whole Year,144.0,553900.0,3846.527778
Goa,SOUTH GOA,2010,Whole Year,780.0,4317600.0,5535.384615
Goa,SOUTH GOA,2011,Whole Year,770.0,4049800.0,5259.480519
Goa,SOUTH GOA,2012,Whole Year,710.0,4051600.0,5706.478873
Gujarat,AHMADABAD,2010,Whole Year,100.0,700000.0,7000.0
Gujarat,AMRELI,2010,Whole Year,100.0,700000.0,7000.0
Gujarat,BHARUCH,2010,Whole Year,20800.0,151400000.0,7278.846154
Gujarat,BHARUCH,2011,Whole Year,18800.0,116300000.0,6186.170213
Gujarat,BHARUCH,2012,Whole Year,27500.0,17740000.0,645.0909091
Gujarat,BHAVNAGAR,2010,Whole Year,100.0,700000.0,7000.0
Gujarat,BHAVNAGAR,2011,Whole Year,400.0,2100000.0,5250.0
Gujarat,BHAVNAGAR,2012,Whole Year,100.0,70000.0,700.0
Gujarat,DANG,2011,Whole Year,100.0,500000.0,5000.0
Gujarat,JAMNAGAR,2010,Whole Year,500.0,3600000.0,7200.0
Gujarat,JUNAGADH,2010,Whole Year,8800.0,67900000.0,7715.909091
