state_name,district_name,year,season,area_hectare,yield_t_ha,yield_tons_per_hectare,state,district,yield,ndvi_region,source_region,ndvi_mean,ndvi_max,ndvi_min,ndvi_std,variety,prev_year_yield,yield_3yr_avg,historical_avg_yield
Andhra Pradesh,RANGAREDDI,,Kharif,600.0,6700.0,,Andhra Pradesh,Rangareddi,6700.0,,,,,,,Co 86032,8800.0,7512.013255999999,7592.6471787499995
Andhra Pradesh,RANGAREDDI,,Whole Year,1300.0,8476.923077,,Andhra Pradesh,Rangareddi,8476.923077,,,,,,,Co 86032,6700.0,7992.307692333333,7592.6471787499995
Andhra Pradesh,RANGAREDDI,,Whole Year,1579.0,6605.69981,,Andhra Pradesh,Rangareddi,6605.69981,,,,,,,Co 86032,8476.923077,7260.874295666666,7592.6471787499995
Andhra Pradesh,RANGAREDDI,,Whole Year,1398.0,4444.921316,,Andhra Pradesh,Rangareddi,4444.921316,,,,,,,Co 86032,6605.69981,6509.181400999999,7592.6471787499995
Andhra Pradesh,SPSR NELLORE,,Kharif,5700.0,78.29824561,,Andhra Pradesh,Spsr Nellore,78.29824561,,,,,,,Co 86032,,78.29824561,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,6100.0,89.52459016,,Andhra Pradesh,Spsr Nellore,89.52459016,,,,,,,Co 86032,78.29824561,83.91141788499999,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,6562.0,93.67022249,,Andhra Pradesh,Spsr Nellore,93.67022249,,,,,,,Co 86032,89.52459016,87.16435275333333,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,7872.0,80.44092988,,Andhra Pradesh,Spsr Nellore,80.44092988,,,,,,,Co 86032,93.67022249,87.87858084333334,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,9842.0,88.3219874,,Andhra Pradesh,Spsr Nellore,88.3219874,,,,,,,Co 86032,80.44092988,87.47771325666668,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,6986.0,104.1919553,,Andhra Pradesh,Spsr Nellore,104.1919553,,,,,,,Co 86032,88.3219874,90.98495752666668,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,5694.0,96.10396909,,Andhra Pradesh,Spsr Nellore,96.10396909,,,,,,,Co 86032,104.1919553,96.20597059666666,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,5521.0,94.53305561,,Andhra Pradesh,Spsr Nellore,94.53305561,,,,,,,Co 86032,96.10396909,98.27632666666666,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,7790.0,93.9690629,,Andhra Pradesh,Spsr Nellore,93.9690629,,,,,,,Co 86032,94.53305561,94.86869586666667,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,10395.0,114.438961,,Andhra Pradesh,Spsr Nellore,114.438961,,,,,,,Co 86032,93.9690629,100.98035983666666,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,10000.0,94.6,,Andhra Pradesh,Spsr Nellore,94.6,,,,,,,Co 86032,114.438961,101.00267463333334,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,7825.0,87.80932907,,Andhra Pradesh,Spsr Nellore,87.80932907,,,,,,,Co 86032,94.6,98.94943002333333,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,4832.0,100.772351,,Andhra Pradesh,Spsr Nellore,100.772351,,,,,,,Co 86032,87.80932907,94.39389335666668,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,7172.0,91.8718628,,Andhra Pradesh,Spsr Nellore,91.8718628,,,,,,,Co 86032,100.772351,93.48451428999999,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,9061.0,107.7647059,,Andhra Pradesh,Spsr Nellore,107.7647059,,,,,,,Co 86032,91.8718628,100.13630656666668,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Kharif,9896.0,98.2497979,,Andhra Pradesh,Spsr Nellore,98.2497979,,,,,,,Co 86032,107.7647059,99.29545553333332,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Kharif,7835.0,104.3664327,,Andhra Pradesh,Spsr Nellore,104.3664327,,,,,,,Co 86032,98.2497979,103.46031216666667,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Kharif,4002.0,98.43028486,,Andhra Pradesh,Spsr Nellore,98.43028486,,,,,,,Co 86032,104.3664327,100.34883848666668,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,9842.0,8832.19874,,Andhra Pradesh,Spsr Nellore,8832.19874,,,,,,,Co 86032,98.43028486,3011.66515252,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,6986.0,10419.19553,,Andhra Pradesh,Spsr Nellore,10419.19553,,,,,,,Co 86032,8832.19874,6449.941518286668,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,5694.0,9610.396909,,Andhra Pradesh,Spsr Nellore,9610.396909,,,,,,,Co 86032,10419.19553,9620.597059666667,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,5521.0,9453.305561,,Andhra Pradesh,Spsr Nellore,9453.305561,,,,,,,Co 86032,9610.396909,9827.632666666666,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,7790.0,9396.90629,,Andhra Pradesh,Spsr Nellore,9396.90629,,,,,,,Co 86032,9453.305561,9486.869586666666,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,10395.0,11443.8961,,Andhra Pradesh,Spsr Nellore,11443.8961,,,,,,,Co 86032,9396.90629,10098.035983666667,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,10000.0,9460.0,,Andhra Pradesh,Spsr Nellore,9460.0,,,,,,,Co 86032,11443.8961,10100.267463333334,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,7825.0,8780.932907,,Andhra Pradesh,Spsr Nellore,8780.932907,,,,,,,Co 86032,9460.0,9894.943002333333,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,4832.0,10077.2351,,Andhra Pradesh,Spsr Nellore,10077.2351,,,,,,,Co 86032,8780.932907,9439.389335666667,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,7172.0,9187.18628,,Andhra Pradesh,Spsr Nellore,9187.18628,,,,,,,Co 86032,10077.2351,9348.451429,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,9061.0,10776.47059,,Andhra Pradesh,Spsr Nellore,10776.47059,,,,,,,Co 86032,9187.18628,10013.630656666666,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,10000.0,9730.0,,Andhra Pradesh,Spsr Nellore,9730.0,,,,,,,Co 86032,10776.47059,9897.885623333334,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,7835.0,10436.64327,,Andhra Pradesh,Spsr Nellore,10436.64327,,,,,,,Co 86032,9730.0,10314.371286666666,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,4002.0,9843.028486,,Andhra Pradesh,Spsr Nellore,9843.028486,,,,,,,Co 86032,10436.64327,10003.223918666668,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,1896.0,10329.48312,,Andhra Pradesh,Spsr Nellore,10329.48312,,,,,,,Co 86032,9843.028486,10203.051625333334,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,1184.0,9664.273649,,Andhra Pradesh,Spsr Nellore,9664.273649,,,,,,,Co 86032,10329.48312,9945.595085,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,962.0,10300.0,,Andhra Pradesh,Spsr Nellore,10300.0,,,,,,,Co 86032,9664.273649,10097.918923,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Kharif,738.0,8491.869919,,Andhra Pradesh,Spsr Nellore,8491.869919,,,,,,,Co 86032,10300.0,9485.381189333335,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Kharif,350.0,8454.857143,,Andhra Pradesh,Spsr Nellore,8454.857143,,,,,,,Co 86032,8491.869919,9082.242354,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Kharif,5700.0,7829.824561,,Andhra Pradesh,Spsr Nellore,7829.824561,,,,,,,Co 86032,8454.857143,8258.850541,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,6100.0,8952.459016,,Andhra Pradesh,Spsr Nellore,8952.459016,,,,,,,Co 86032,7829.824561,8412.38024,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,6562.0,9367.022249,,Andhra Pradesh,Spsr Nellore,9367.022249,,,,,,,Co 86032,8952.459016,8716.435275333335,5380.454540284634
Andhra Pradesh,SPSR NELLORE,,Whole Year,7872.0,8044.092988,,Andhra Pradesh,Spsr Nellore,8044.092988,,,,,,,Co 86032,9367.022249,8787.858084333333,5380.454540284634
Andhra Pradesh,SRIKAKULAM,,Kharif,4900.0,69.75510204,,Andhra Pradesh,Srikakulam,69.75510204,,,,,,,Co 86032,,69.75510204,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,6900.0,69.27536232,,Andhra Pradesh,Srikakulam,69.27536232,,,,,,,Co 86032,69.75510204,69.51523218,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,3956.0,81.04347826,,Andhra Pradesh,Srikakulam,81.04347826,,,,,,,Co 86032,69.27536232,73.35798087333333,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,2733.0,75.79802415,,Andhra Pradesh,Srikakulam,75.79802415,,,,,,,Co 86032,81.04347826,75.37228824333333,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,6631.0,81.44095913,,Andhra Pradesh,Srikakulam,81.44095913,,,,,,,Co 86032,75.79802415,79.42748718,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,3150.0,65.79396825,,Andhra Pradesh,Srikakulam,65.79396825,,,,,,,Co 86032,81.44095913,74.34431717666666,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,6835.0,71.29202634,,Andhra Pradesh,Srikakulam,71.29202634,,,,,,,Co 86032,65.79396825,72.84231790666666,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,9065.0,76.13303916,,Andhra Pradesh,Srikakulam,76.13303916,,,,,,,Co 86032,71.29202634,71.07301125,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,11004.0,72.87195565,,Andhra Pradesh,Srikakulam,72.87195565,,,,,,,Co 86032,76.13303916,73.43234038333334,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,12171.0,76.09202202,,Andhra Pradesh,Srikakulam,76.09202202,,,,,,,Co 86032,72.87195565,75.03233894333334,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,11000.0,70.72727273,,Andhra Pradesh,Srikakulam,70.72727273,,,,,,,Co 86032,76.09202202,73.2304168,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,7139.0,76.76761451,,Andhra Pradesh,Srikakulam,76.76761451,,,,,,,Co 86032,70.72727273,74.52896975333333,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,4028.0,71.4101291,,Andhra Pradesh,Srikakulam,71.4101291,,,,,,,Co 86032,76.76761451,72.96833878,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,3176.0,56.96001259,,Andhra Pradesh,Srikakulam,56.96001259,,,,,,,Co 86032,71.4101291,68.37925206666667,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,7862.0,69.8232002,,Andhra Pradesh,Srikakulam,69.8232002,,,,,,,Co 86032,56.96001259,66.06444729666667,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Kharif,6235.0,78.84619086,,Andhra Pradesh,Srikakulam,78.84619086,,,,,,,Co 86032,69.8232002,68.54313455,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Kharif,5682.0,69.66103485,,Andhra Pradesh,Srikakulam,69.66103485,,,,,,,Co 86032,78.84619086,72.77680863666667,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Kharif,6378.0,68.31420508,,Andhra Pradesh,Srikakulam,68.31420508,,,,,,,Co 86032,69.66103485,72.27381026333333,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,6631.0,8144.095913,,Andhra Pradesh,Srikakulam,8144.095913,,,,,,,Co 86032,68.31420508,2760.6903843100004,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,3150.0,6579.396825,,Andhra Pradesh,Srikakulam,6579.396825,,,,,,,Co 86032,8144.095913,4930.60231436,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,6835.0,7129.202634,,Andhra Pradesh,Srikakulam,7129.202634,,,,,,,Co 86032,6579.396825,7284.231790666668,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,9065.0,7613.303916,,Andhra Pradesh,Srikakulam,7613.303916,,,,,,,Co 86032,7129.202634,7107.301124999999,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,11004.0,7287.195565,,Andhra Pradesh,Srikakulam,7287.195565,,,,,,,Co 86032,7613.303916,7343.234038333333,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,12171.0,7609.202202,,Andhra Pradesh,Srikakulam,7609.202202,,,,,,,Co 86032,7287.195565,7503.233894333333,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,11000.0,7072.727273,,Andhra Pradesh,Srikakulam,7072.727273,,,,,,,Co 86032,7609.202202,7323.041679999999,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,7139.0,7676.761451,,Andhra Pradesh,Srikakulam,7676.761451,,,,,,,Co 86032,7072.727273,7452.896975333334,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,4028.0,7141.01291,,Andhra Pradesh,Srikakulam,7141.01291,,,,,,,Co 86032,7676.761451,7296.833878,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,3176.0,5696.001259,,Andhra Pradesh,Srikakulam,5696.001259,,,,,,,Co 86032,7141.01291,6837.925206666667,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,7862.0,6982.32002,,Andhra Pradesh,Srikakulam,6982.32002,,,,,,,Co 86032,5696.001259,6606.444729666667,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,7000.0,7028.571429,,Andhra Pradesh,Srikakulam,7028.571429,,,,,,,Co 86032,6982.32002,6568.964236,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,5682.0,6966.103485,,Andhra Pradesh,Srikakulam,6966.103485,,,,,,,Co 86032,7028.571429,6992.331644666666,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,6378.0,6831.420508,,Andhra Pradesh,Srikakulam,6831.420508,,,,,,,Co 86032,6966.103485,6942.031807333333,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,6117.0,7741.245709,,Andhra Pradesh,Srikakulam,7741.245709,,,,,,,Co 86032,6831.420508,7179.589900666666,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,5645.0,7874.89814,,Andhra Pradesh,Srikakulam,7874.89814,,,,,,,Co 86032,7741.245709,7482.521452333333,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,5336.0,8410.832084,,Andhra Pradesh,Srikakulam,8410.832084,,,,,,,Co 86032,7874.89814,8008.9919776666675,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Kharif,6007.0,7547.01182,,Andhra Pradesh,Srikakulam,7547.01182,,,,,,,Co 86032,8410.832084,7944.247348,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Kharif,5650.0,7600.0,,Andhra Pradesh,Srikakulam,7600.0,,,,,,,Co 86032,7547.01182,7852.614634666667,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Kharif,4900.0,6975.510204,,Andhra Pradesh,Srikakulam,6975.510204,,,,,,,Co 86032,7600.0,7374.174008000001,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,6900.0,6927.536232,,Andhra Pradesh,Srikakulam,6927.536232,,,,,,,Co 86032,6975.510204,7167.682145333335,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,3956.0,8104.347826,,Andhra Pradesh,Srikakulam,8104.347826,,,,,,,Co 86032,6927.536232,7335.798087333334,4141.963546761951
Andhra Pradesh,SRIKAKULAM,,Whole Year,2733.0,7579.802415,,Andhra Pradesh,Srikakulam,7579.802415,,,,,,,Co 86032,8104.347826,7537.228824333334,4141.963546761951
Andhra Pradesh,VISAKHAPATANAM,,Kharif,40400.0,40.52475248,,Andhra Pradesh,Visakhapatanam,40.52475248,,,,,,,Co 86032,,40.52475248,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,42300.0,43.60047281,,Andhra Pradesh,Visakhapatanam,43.60047281,,,,,,,Co 86032,40.52475248,42.062612645,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,42490.0,55.35700165,,Andhra Pradesh,Visakhapatanam,55.35700165,,,,,,,Co 86032,43.60047281,46.494075646666666,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,42621.0,60.76614814,,Andhra Pradesh,Visakhapatanam,60.76614814,,,,,,,Co 86032,55.35700165,53.24120753333333,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,36135.0,59.98599696,,Andhra Pradesh,Visakhapatanam,59.98599696,,,,,,,Co 86032,60.76614814,58.70304891666666,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,44085.0,36.04182829,,Andhra Pradesh,Visakhapatanam,36.04182829,,,,,,,Co 86032,59.98599696,52.26465779666666,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,38962.0,50.92200092,,Andhra Pradesh,Visakhapatanam,50.92200092,,,,,,,Co 86032,36.04182829,48.983275389999996,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,41522.0,51.04000289,,Andhra Pradesh,Visakhapatanam,51.04000289,,,,,,,Co 86032,50.92200092,46.00127736666667,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,41535.0,49.20799326,,Andhra Pradesh,Visakhapatanam,49.20799326,,,,,,,Co 86032,51.04000289,50.38999902333333,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,42589.0,58.49599662,,Andhra Pradesh,Visakhapatanam,58.49599662,,,,,,,Co 86032,49.20799326,52.91466425666667,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,41000.0,62.29268293,,Andhra Pradesh,Visakhapatanam,62.29268293,,,,,,,Co 86032,58.49599662,56.66555760333333,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,38998.0,56.44594595,,Andhra Pradesh,Visakhapatanam,56.44594595,,,,,,,Co 86032,62.29268293,59.078208499999995,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,40038.0,46.09790699,,Andhra Pradesh,Visakhapatanam,46.09790699,,,,,,,Co 86032,56.44594595,54.94551195666667,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,38819.0,57.23161339,,Andhra Pradesh,Visakhapatanam,57.23161339,,,,,,,Co 86032,46.09790699,53.25848877666667,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,37862.0,56.86112725,,Andhra Pradesh,Visakhapatanam,56.86112725,,,,,,,Co 86032,57.23161339,53.396882543333334,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Kharif,37322.0,55.50506404,,Andhra Pradesh,Visakhapatanam,55.50506404,,,,,,,Co 86032,56.86112725,56.532601559999996,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Kharif,37603.0,55.94383427,,Andhra Pradesh,Visakhapatanam,55.94383427,,,,,,,Co 86032,55.50506404,56.103341853333326,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Kharif,37535.0,48.32966565,,Andhra Pradesh,Visakhapatanam,48.32966565,,,,,,,Co 86032,55.94383427,53.259521320000005,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,36135.0,5998.599696,,Andhra Pradesh,Visakhapatanam,5998.599696,,,,,,,Co 86032,48.32966565,2034.2910653066667,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,44085.0,3604.182829,,Andhra Pradesh,Visakhapatanam,3604.182829,,,,,,,Co 86032,5998.599696,3217.0373968833337,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,38962.0,5092.200092,,Andhra Pradesh,Visakhapatanam,5092.200092,,,,,,,Co 86032,3604.182829,4898.327539,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,41522.0,5104.000289,,Andhra Pradesh,Visakhapatanam,5104.000289,,,,,,,Co 86032,5092.200092,4600.127736666666,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,41535.0,4920.799326,,Andhra Pradesh,Visakhapatanam,4920.799326,,,,,,,Co 86032,5104.000289,5038.999902333333,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,42589.0,5849.599662,,Andhra Pradesh,Visakhapatanam,5849.599662,,,,,,,Co 86032,4920.799326,5291.4664256666665,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,41000.0,6229.268293,,Andhra Pradesh,Visakhapatanam,6229.268293,,,,,,,Co 86032,5849.599662,5666.555760333334,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,38998.0,5644.594595,,Andhra Pradesh,Visakhapatanam,5644.594595,,,,,,,Co 86032,6229.268293,5907.82085,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,40038.0,4609.790699,,Andhra Pradesh,Visakhapatanam,4609.790699,,,,,,,Co 86032,5644.594595,5494.551195666667,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,38819.0,5723.161339,,Andhra Pradesh,Visakhapatanam,5723.161339,,,,,,,Co 86032,4609.790699,5325.848877666666,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,37862.0,5686.112725,,Andhra Pradesh,Visakhapatanam,5686.112725,,,,,,,Co 86032,5723.161339,5339.688254333333,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,38000.0,5452.631579,,Andhra Pradesh,Visakhapatanam,5452.631579,,,,,,,Co 86032,5686.112725,5620.635214333332,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,37603.0,5594.383427,,Andhra Pradesh,Visakhapatanam,5594.383427,,,,,,,Co 86032,5452.631579,5577.709243666667,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,37535.0,4832.966565,,Andhra Pradesh,Visakhapatanam,4832.966565,,,,,,,Co 86032,5594.383427,5293.327190333333,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,35885.0,5605.503692,,Andhra Pradesh,Visakhapatanam,5605.503692,,,,,,,Co 86032,4832.966565,5344.284561333333,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,32364.0,5896.499197,,Andhra Pradesh,Visakhapatanam,5896.499197,,,,,,,Co 86032,5605.503692,5444.989818000001,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,32153.0,5746.462227,,Andhra Pradesh,Visakhapatanam,5746.462227,,,,,,,Co 86032,5896.499197,5749.488372,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Kharif,31417.0,6275.923863,,Andhra Pradesh,Visakhapatanam,6275.923863,,,,,,,Co 86032,5746.462227,5972.961762333333,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Kharif,30434.0,6310.445554,,Andhra Pradesh,Visakhapatanam,6310.445554,,,,,,,Co 86032,6275.923863,6110.943881333333,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Kharif,40400.0,4052.475248,,Andhra Pradesh,Visakhapatanam,4052.475248,,,,,,,Co 86032,6310.445554,5546.2815550000005,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,42300.0,4360.047281,,Andhra Pradesh,Visakhapatanam,4360.047281,,,,,,,Co 86032,4052.475248,4907.656027666667,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,42490.0,5535.700165,,Andhra Pradesh,Visakhapatanam,5535.700165,,,,,,,Co 86032,4360.047281,4649.407564666667,3052.356419304634
Andhra Pradesh,VISAKHAPATANAM,,Whole Year,42621.0,6076.614814,,Andhra Pradesh,Visakhapatanam,6076.614814,,,,,,,Co 86032,5535.700165,5324.120753333334,3052.356419304634
Andhra Pradesh,VIZIANAGARAM,,Kharif,10000.0,60.11,,Andhra Pradesh,Vizianagaram,60.11,,,,,,,Co 86032,,60.11,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,11600.0,62.13793103,,Andhra Pradesh,Vizianagaram,62.13793103,,,,,,,Co 86032,60.11,61.123965514999995,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,11231.0,70.6328911,,Andhra Pradesh,Vizianagaram,70.6328911,,,,,,,Co 86032,62.13793103,64.29360737666666,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,10184.0,73.65023566,,Andhra Pradesh,Vizianagaram,73.65023566,,,,,,,Co 86032,70.6328911,68.80701926333334,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,10614.0,68.97899001,,Andhra Pradesh,Vizianagaram,68.97899001,,,,,,,Co 86032,73.65023566,71.08737225666667,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,13400.0,43.25,,Andhra Pradesh,Vizianagaram,43.25,,,,,,,Co 86032,68.97899001,61.959741890000004,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,13501.0,49.54499667,,Andhra Pradesh,Vizianagaram,49.54499667,,,,,,,Co 86032,43.25,53.92466222666667,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,15635.0,62.01701311,,Andhra Pradesh,Vizianagaram,62.01701311,,,,,,,Co 86032,49.54499667,51.604003260000006,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,18077.0,49.42197267,,Andhra Pradesh,Vizianagaram,49.42197267,,,,,,,Co 86032,62.01701311,53.66132748333334,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,20695.0,55.17501812,,Andhra Pradesh,Vizianagaram,55.17501812,,,,,,,Co 86032,49.42197267,55.5380013,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,22000.0,56.63636364,,Andhra Pradesh,Vizianagaram,56.63636364,,,,,,,Co 86032,55.17501812,53.744451476666676,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,15900.0,52.63805031,,Andhra Pradesh,Vizianagaram,52.63805031,,,,,,,Co 86032,56.63636364,54.81647735666667,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,12077.0,50.89641467,,Andhra Pradesh,Vizianagaram,50.89641467,,,,,,,Co 86032,52.63805031,53.39027620666667,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,15208.0,63.95147291,,Andhra Pradesh,Vizianagaram,63.95147291,,,,,,,Co 86032,50.89641467,55.82864596333334,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Whole Year,16185.0,65.28742663,,Andhra Pradesh,Vizianagaram,65.28742663,,,,,,,Co 86032,63.95147291,60.045104736666666,3427.057415546341
Andhra Pradesh,VIZIANAGARAM,,Kharif,16021.0,62.21440609,,Andhra Pradesh,Vizianagaram,62.21440609,,,,,,,Co 86032,65.28742663,63.81776854333333,3427.057415546341
